	PS42	PS43	PS86	PS81	PS87	PS80	PS41	PS28	PS48	PS83	PS79	PS76	PS78	X2310	X239	X237	PS12	PS94	PS82	PS59	PS67	PS84	PS91	PS15	PS56	PS77	PS36	PS95	PS60	PS24	PS19	PS26	PS21	PS72	X238	PS70	PS31	PS62	PS20	PS75	PS17	PS38	PS68	PS34	PS30	PS35	PS29	PS32	PS63	PS96	PS64	PS58	PS71	PS52	PS44	PS37	PS57	PS92	PS73	PS27	PS23	PS69	PS51	PS50	PS74	PS40	PS65	PS66	PS93	PS13	PS11	PS39	PS90	PS54	PS55	PS33	PS53	PS47	PS89	PS88	PS49	PS18	PS14	PS16	PS22	PS46	PS25	PS85	PS45
OTU_162	2	0	0	0	2	0	5	0	0	4	0	1	0	0	0	0	48	3	6	1	1	0	0	6	0	5	5	0	0	0	7	0	8	7	0	2	0	1	30	0	1	0	0	4	1	5	3	12	3	0	0	13	5	8	11	6	1	3	1	6	29	4	0	0	10	8	4	1	4	107	57	1	0	2	3	0	0	0	5	0	0	7	5	7	0	0	8	0	0
OTU_163	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	0	0	2	3	1	0	0	0	2	0	1	0	1	4	1	1	1	1	2	1	4	1	3	18	6	5	0	9	6	4	4	0	1	2	3	0	1	0	0	2	1	0	0	11	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	1	0	0	6	2	0	3	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	4	1	0	0	0	10	2	2	0	12	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_168	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_175	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	3	0	2	0	0	3	5	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	13	1	34	2	11	1	0	0	0	1	1	0	0	0	0	0	4	0	2	3	5	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	1	0	0	2	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_179	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	0	0	0	0	10	0	0	0	2	0	0	0	0	3	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_182	0	0	0	0	0	0	1	0	5	0	0	0	0	5	0	0	15	0	0	0	0	0	2	3	3	2	5	0	0	1	5	0	1	0	7	7	0	8	5	0	0	5	0	15	1	38	0	5	0	0	3	3	2	0	0	0	14	1	0	0	0	0	0	2	0	33	2	0	0	0	7	28	0	8	1	0	0	9	2	0	0	1	0	0	12	0	1	0	0
OTU_183	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	2	0	11	0	0	0	0	0	16	0	1	0	5	5	0	0	0	0	1	0	0	0	49	0	0	0	0	0	4	0	21	17	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	13	0	2	0	0	2	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_193	4	42	1	24	59	16	5	30	62	18	47	7	178	22	12	15	57	21	38	28	29	6	27	6	0	266	307	0	23	2	982	19	1	0	35	683	14	9	7955	2	28	4	70	1756	36	3824	49	424	11	26	32	0	67	87	37	0	2	6	2	37	3	44	146	64	0	8	19	20	33	0	7	7	19	8	2	112	72	60	123	41	43	227	8	11	4	15	1	4	8
OTU_194	0	0	0	0	0	1	7	1	1	3	1	0	0	0	0	0	4	3	1	0	7	0	0	3	9	0	8	1	0	1	10	3	4	0	1	11	8	2	3	0	0	4	2	15	9	34	12	17	1	5	4	4	6	1	1	9	5	0	1	4	0	5	0	0	0	16	4	4	3	18	7	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	0	0	0	0
OTU_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_201	2	2	0	0	0	0	8	0	0	0	0	7	4	0	0	4	8	3	0	0	6	1	5	0	6	3	2	3	0	0	21	0	0	1	7	1	2	7	11	6	2	7	2	25	16	53	27	1	4	18	1	10	1	1	1	3	14	2	3	17	4	12	1	0	2	30	6	7	7	13	7	6	0	1	0	3	0	0	0	0	0	1	1	1	3	3	0	0	2
OTU_203	0	0	0	0	0	0	0	0	0	2	0	0	0	110	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_204	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	8	0	1	0	1	0	0	0	0	0	3	0	0	1	7	1	0	1	0	0	0	0	3	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_205	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_206	0	1	0	0	0	0	0	0	0	0	5	5	4	1	0	0	8	0	4	0	1	0	4	0	3	2	0	6	0	4	47	0	5	0	3	9	3	2	29	1	4	2	0	6	13	5	15	1	0	10	13	10	1	0	4	1	12	0	1	2	5	0	0	0	0	3	6	5	1	4	16	0	0	13	5	0	1	0	0	0	0	9	1	1	6	2	2	0	0
OTU_208	0	0	0	0	0	1	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	1	0	0	2	3	0	5	2	1	5	0	16	11	19	16	1	0	3	3	0	0	0	0	1	1	0	0	7	1	0	0	0	0	5	1	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0
OTU_209	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	13	3	11	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	1	111	5	0	0	2	2	1	0	0	1	0	0	0	0	0	9	0	0	0	0
OTU_211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	1	0	0	2068	0	46	5	0	0	2	762	7	0	248	102	1	0	0	1	0	0	19	0	0	6	34	1	0	12	0	5	0	0	0	0	14	0	0	8	2	0	0	2	1	0	1	0	0	2	4	0	1	0	0	0	1	2	7	1	4	0	1	0	0	2	4	0	0	18	4	0	1	0	1	3	0	0	0	0	4	0	2	0	0	0	0	0	0	0
OTU_220	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	21	0	0	0	0	0	0	0	55	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
OTU_224	4	3	4	1	0	1	7	4	5	0	0	24	0	1	1	25	5	3	3	0	14	0	18	0	15	1	0	2	4	3	8	14	0	10	45	75	4	15	1	1	1	28	11	3	1	10	2	0	7	46	17	13	9	2	13	0	9	0	13	3	6	20	12	3	11	35	21	25	6	0	1	7	2	35	20	0	0	2	1	0	0	0	0	0	0	0	0	4	1
OTU_225	0	0	0	0	0	0	0	50	0	0	0	0	0	6	0	85	2	0	0	0	0	0	72	1	0	0	0	0	0	0	3	0	2	0	297	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	6	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2
OTU_227	0	1	0	0	26	1	0	0	0	2	1	1	4	1	8	0	1	5	2	0	0	3	6	0	0	0	0	0	0	0	1	0	0	1	3	0	0	2	1	1	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	369	0	0	2	5	0	7	0	0	4	5	0	1	0	0	4	16	34	1	0	0	0	0	0	0	12	0
OTU_230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU_233	268	184	112	4522	3	77	0	0	28	264	130	0	7	41	12	5	0	4	16	11	7	14	3	0	1	3	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_234	1	2	0	0	0	0	2	0	1	2	0	2	0	0	7	0	59	2	0	0	0	0	0	6	3	1	2	0	0	8	67	3	7	0	5	0	9	2	35	4	4	11	4	6	1	16	7	7	2	0	5	3	0	0	0	2	2	0	1	12	16	3	8	0	2	24	1	2	1	76	60	2	0	0	0	0	0	0	0	0	1	13	3	1	8	0	5	0	0
OTU_235	0	0	0	324	0	6	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_237	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	5	0	0	1	0	0	22	218	1	13	0	0	9	0	0	106	0	79	1	0	0	1	0	1	7	0	0	0	0	0	0	0	1	0	0	6	0	42	1	0	0	2	9	0	1	0	6	16	1	0	1	0	0	0	0	0	0	0	46	16	60	44	0	14	0	0
OTU_238	9	0	0	27	0	0	5	186	0	13	37	2	14	0	0	0	6	0	5	0	0	0	0	0	4	15	11	0	2	0	29	15	0	0	0	8	35	2	0	0	0	0	279	73	71	126	119	8	0	0	8	6	0	0	3	0	6	0	0	62	2	0	2	0	8	2	5	1	0	0	7	0	0	12	12	4	1	0	6	0	0	0	0	0	0	0	3	0	2
OTU_240	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_247	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_249	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	18	0	1	0	3	0	1	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	2	0	0	3	1	10	0	0
OTU_250	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
OTU_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_259	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	11	3	0	0	0	0	3	5	0	2	0	0	0	1	0	26	0	0	4	0	5	0	2	1	1	3	0	0	3	0	3	1	1	3	0	1	1	5	1	0	0	0	23	0	0	0	58	48	1	0	2	12	0	0	0	0	0	0	10	18	0	1	0	3	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_262	5	8	0	4	7	1	64	1	16	30	9	44	7	16	3	45	13	33	85	8	30	12	28	4	60	14	63	37	13	7	122	2	9	13	73	434	2	40	136	35	46	21	64	219	5	322	4	67	44	322	73	79	106	17	25	44	79	51	59	1	2	114	20	2	31	88	72	39	139	23	16	40	10	56	50	23	7	4	21	2	15	11	0	9	18	2	5	2	2
OTU_268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0
OTU_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0
OTU_270	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	0	0
OTU_271	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	6	8	0	0	0	0	0	0	0	0	77	0	0	4	0	0	6	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_274	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	36	0	0	0	0	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_276	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	1	0	0	0	0	2	1	0	0	0	0	10	0	4	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	16	0	0	0	0	0	0	0	0	2	2	0	1	2	0	6	4	0	0	3	10	0	1	2	0	0	0	0	0	0	7	0	0	0	0
OTU_283	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	1	14	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_290	0	0	0	6	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	4	10	0	15	0	1	2	0	0	1	1	0	2	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	5	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0
OTU_298	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_299	0	0	0	1833	0	52	4	0	0	5	652	0	1	2	1	0	0	0	0	0	0	81	2	3	0	3	0	0	3	0	2	0	1	0	2	7	0	0	2	4	0	1	0	2	0	3	0	3	1	0	0	8	5	0	0	0	0	7	0	0	0	1	0	0	0	8	5	0	4	3	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0
OTU_301	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	4	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_307	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	4	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	2	0	0
OTU_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	4	0	9	0	0
OTU_309	0	0	0	0	0	0	6	0	0	7	0	3	1	0	0	0	3	0	0	0	0	0	0	1	4	0	1	0	1	0	5	0	1	5	1	0	0	3	1	0	0	4	2	25	0	12	1	0	0	2	4	8	0	2	2	3	3	0	3	0	2	1	0	0	0	26	0	0	0	17	120	3	0	1	1	0	2	0	1	0	1	0	6	0	1	0	2	0	0
OTU_312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_313	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	2	0	3	0	0	0	14	0	2	0	2	0	0	0	16	0	1	2	0	0	0	0	0	0	1	0	0	0	3	0	2	0	2	0	0	0	6	0	15	0	1	0	0	0	0	0	8	6	0	7	1	0	0	0	2	2	0	1	0	0	3	0	2	0	0
OTU_314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
